# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,4.043973044433081476e+00,2.762011445064494808e+00,-1.710115135133349895e-02,2.762011445064494808e+00,4.061074195784414975e+00
5.273802280426025391e+00,5.562788309502606943e+00,2.691516000698614963e+00,1.202466675646513217e+00,2.691516000698614963e+00,4.360321633856093726e+00
5.304787635803222656e+00,5.717948415190939215e+00,2.500756040828804316e+00,1.073951139243725095e+00,2.500756040828804316e+00,4.643997275947214121e+00
5.335772991180419922e+00,5.168033204457016083e+00,2.225953261444947984e+00,2.554420978603797465e-01,2.225953261444947984e+00,4.912591106596636337e+00
5.366758346557617188e+00,4.894310299834341293e+00,2.226996398482996131e+00,-2.722828105088774819e-01,2.226996398482996131e+00,5.166593110343218775e+00
5.397743701934814453e+00,7.006512571317515814e+00,2.113301262031288985e+00,1.600019299591695976e+00,2.113301262031288985e+00,5.406493271725819838e+00
5.428729057312011719e+00,3.579992906921045659e+00,1.900471750227559875e+00,-2.052788668362249602e+00,1.900471750227559875e+00,5.632781575283295261e+00
5.459714412689208984e+00,6.307526836199293996e+00,1.722010638650030678e+00,4.615788306447869971e-01,1.722010638650030678e+00,5.845948005554506999e+00
5.490699768066406250e+00,8.058271306452949645e+00,1.547352901683789916e+00,2.011788759374641522e+00,1.547352901683789916e+00,6.046482547078308123e+00
5.521685123443603516e+00,4.496779425375057926e+00,1.484172352888463831e+00,-1.738095759018500885e+00,1.484172352888463831e+00,6.234875184393558811e+00
5.552670478820800781e+00,5.183978769877230164e+00,1.475819045032812138e+00,-1.227637132161890854e+00,1.475819045032812138e+00,6.411615902039121018e+00
5.583656311035156250e+00,6.270352383192148160e+00,1.469973823157562531e+00,-3.068447660984823244e-01,1.469973823157562531e+00,6.577197149290630485e+00
5.614641189575195312e+00,6.887823435261243965e+00,1.466760048084704060e+00,1.557219187846499153e-01,1.466760048084704060e+00,6.732101516476594050e+00
5.645626544952392578e+00,7.994897909904349120e+00,1.440315700170973878e+00,1.118071527558121225e+00,1.440315700170973878e+00,6.876826382346227895e+00
5.676611900329589844e+00,5.720725553102457006e+00,1.416250185181272991e+00,-1.291133713599141863e+00,1.416250185181272991e+00,7.011859266701598870e+00
5.707597732543945312e+00,8.197738330350892610e+00,1.397102930768256757e+00,1.060046308136328719e+00,1.397102930768256757e+00,7.137692022214563892e+00
5.738582611083984375e+00,7.366591074510519199e+00,1.431535894839298662e+00,1.117820454855227297e-01,1.431535894839298662e+00,7.254809029024996470e+00
5.769568443298339844e+00,6.813529097089082498e+00,1.644351799810678250e+00,-5.501783940553197638e-01,1.644351799810678250e+00,7.363707491144402262e+00
5.800553321838378906e+00,7.858207623245715645e+00,1.598378523145822072e+00,3.933369434880624738e-01,1.598378523145822072e+00,7.464870679757653171e+00
5.831539154052734375e+00,7.345213047506218729e+00,1.711376659987847271e+00,-2.135817692944224078e-01,1.711376659987847271e+00,7.558794816800641136e+00
5.862524509429931641e+00,8.742284890648434725e+00,1.839700247728315086e+00,1.096319503400128070e+00,1.839700247728315086e+00,7.645965387248306655e+00
