# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,4.342054732758488633e+00,2.386873064148007373e+00,1.776151835440781035e+00,2.386873064148007373e+00,2.565902897317707598e+00
5.273802280426025391e+00,4.523178809771380315e+00,2.401100719094670488e+00,1.665463808738540052e+00,2.401100719094670488e+00,2.857715001032840263e+00
5.304787635803222656e+00,2.496678976739822087e+00,2.302273976519159326e+00,-6.331903760283781324e-01,2.302273976519159326e+00,3.129869352768200219e+00
5.335772991180419922e+00,1.428182376930573039e+00,2.294860419181543598e+00,-1.954928036281413206e+00,2.294860419181543598e+00,3.383110413211986245e+00
5.366758346557617188e+00,5.353512541464573005e+00,2.355334069129809471e+00,1.735329898412182992e+00,2.355334069129809471e+00,3.618182643052390013e+00
5.397743701934814453e+00,5.090757022425574263e+00,2.430214561966685949e+00,1.254926519447965738e+00,2.430214561966685949e+00,3.835830502977608525e+00
5.428729057312011719e+00,2.201801323232220664e+00,2.437494674945120288e+00,-1.834997130443619451e+00,2.437494674945120288e+00,4.036798453675840115e+00
5.459714412689208984e+00,4.299554382065549518e+00,2.328352169840715469e+00,7.772342623027306274e-02,2.328352169840715469e+00,4.221830955835276455e+00
5.490699768066406250e+00,4.424423576106333300e+00,2.263926706661076871e+00,3.275110596221697534e-02,2.263926706661076871e+00,4.391672470144116325e+00
5.521685123443603516e+00,5.947774104595099587e+00,2.332022124649969719e+00,1.400706647304544639e+00,2.332022124649969719e+00,4.547067457290554948e+00
5.552670478820800781e+00,4.098321880587731947e+00,2.512051029720753004e+00,-5.904384973750556043e-01,2.512051029720753004e+00,4.688760377962787551e+00
5.583656311035156250e+00,5.712322582333605681e+00,2.568828629088397708e+00,8.948250042478100852e-01,2.568828629088397708e+00,4.817497578085795595e+00
5.614641189575195312e+00,6.998153618604776582e+00,2.463206870243769941e+00,2.064135755967356545e+00,2.463206870243769941e+00,4.934017862637420038e+00
5.645626544952392578e+00,6.438008903146807960e+00,2.257072568875340579e+00,1.398937555130594923e+00,2.257072568875340579e+00,5.039071348016213037e+00
5.676611900329589844e+00,5.690746522805060437e+00,2.068458093098628048e+00,5.573459131314786319e-01,2.068458093098628048e+00,5.133400609673581805e+00
5.707597732543945312e+00,5.850996719551123881e+00,1.949744086174672209e+00,6.332453861614544266e-01,1.949744086174672209e+00,5.217751333389669455e+00
5.738582611083984375e+00,4.344430224235988902e+00,1.964705344558941302e+00,-9.484340803408501941e-01,1.964705344558941302e+00,5.292864304576839096e+00
5.769568443298339844e+00,5.259912170456146008e+00,1.974549044584996915e+00,-9.957645250203484011e-02,1.974549044584996915e+00,5.359488622958180848e+00
5.800553321838378906e+00,6.246422879011232610e+00,1.937374764672592065e+00,8.280582461584753418e-01,1.937374764672592065e+00,5.418364632852757268e+00
5.831539154052734375e+00,5.340714011603861167e+00,1.830627738057043263e+00,-1.295264228746386692e-01,1.830627738057043263e+00,5.470240434478499836e+00
5.862524509429931641e+00,5.344121397794836525e+00,1.817703042862410356e+00,-1.717365398962380496e-01,1.817703042862410356e+00,5.515857937691074575e+00
5.893509864807128906e+00,6.358904698861022275e+00,1.864667063524875656e+00,8.029422454048322777e-01,1.864667063524875656e+00,5.555962453456189998e+00
5.924495220184326172e+00,6.174877724085697572e+00,1.906130305103357792e+00,5.835792816236571312e-01,1.906130305103357792e+00,5.591298442462040441e+00
5.955480575561523438e+00,7.077800993162484566e+00,1.901207379124245866e+00,1.455190627765663436e+00,1.901207379124245866e+00,5.622610365396821130e+00
5.986465930938720703e+00,7.582627328091037455e+00,1.858437177708704091e+00,1.931984645142307500e+00,1.858437177708704091e+00,5.650642682948729956e+00
6.017451286315917969e+00,8.902128017823585537e+00,1.877927940465220935e+00,3.225988162017625172e+00,1.877927940465220935e+00,5.676139855805960366e+00
6.048436641693115234e+00,8.391838790245451207e+00,1.848950653660903942e+00,2.691992445588741845e+00,1.848950653660903942e+00,5.699846344656709363e+00
6.079421997070312500e+00,7.795752319708972422e+00,1.975473548015706626e+00,2.073245709519800251e+00,1.975473548015706626e+00,5.722506610189172171e+00
6.110407352447509766e+00,9.127255519093903757e+00,2.069878276810849016e+00,3.382390406002355299e+00,2.069878276810849016e+00,5.744865113091548459e+00
6.141392707824707031e+00,1.060653049509047818e+01,2.124706253690851643e+00,4.838864181038451839e+00,2.124706253690851643e+00,5.767666314052026344e+00
6.172378063201904297e+00,1.260567177141779993e+01,2.162263412921022976e+00,6.814017097658991773e+00,2.162263412921022976e+00,5.791654673758808158e+00
6.203363418579101562e+00,1.381584957251121182e+01,2.266877518138833203e+00,7.998274919611124467e+00,2.266877518138833203e+00,5.817574652900087351e+00
6.234348773956298828e+00,1.376037202618745781e+01,2.361115142044762027e+00,7.914201314023397771e+00,2.361115142044762027e+00,5.846170712164060035e+00
6.265334129333496094e+00,1.213650849246766228e+01,2.500930351465234125e+00,6.258321180228739067e+00,2.500930351465234125e+00,5.878187312238923212e+00
6.296319484710693359e+00,1.240708889196161735e+01,2.741662454459110165e+00,6.492719978148747018e+00,2.741662454459110165e+00,5.914368913812870332e+00
6.327304840087890625e+00,1.070747095567973517e+01,2.793493396812433360e+00,4.752010978105634997e+00,2.793493396812433360e+00,5.955459977574100172e+00
6.358290195465087891e+00,1.002817930117422307e+01,2.727549296974503434e+00,4.025974336963416889e+00,2.727549296974503434e+00,6.002204964210806182e+00
6.389275550842285156e+00,9.874639275299184504e+00,2.579801884615141816e+00,3.819290940888000030e+00,2.579801884615141816e+00,6.055348334411184474e+00
6.420260906219482422e+00,9.269070194442328159e+00,2.404415964372373704e+00,3.153435645578896107e+00,2.404415964372373704e+00,6.115634548863432052e+00
6.451246261596679688e+00,9.030676601505465584e+00,2.294849920510289465e+00,2.846868533249722333e+00,2.294849920510289465e+00,6.183808068255743251e+00
6.482231616973876953e+00,7.454754499595444450e+00,2.267376485861547053e+00,1.194141146319126712e+00,2.267376485861547053e+00,6.260613353276317739e+00
6.513216972351074219e+00,6.346794864613345410e+00,2.314699304284686399e+00,-1.776356839400250465e-15,2.314699304284686399e+00,6.346794864613347187e+00
6.544202327728271484e+00,6.772674617158502386e+00,2.395308904625953250e+00,3.297693024547845297e-01,2.395308904625953250e+00,6.442905314703717856e+00
6.575187683105468750e+00,8.190489970181149104e+00,2.494620677773424333e+00,1.641759547202069847e+00,2.494620677773424333e+00,6.548730422979079258e+00
6.606173038482666016e+00,7.861614472874192572e+00,2.458699176624193683e+00,1.197750312254427740e+00,2.458699176624193683e+00,6.663864160619764831e+00
6.637158393859863281e+00,8.847221141495051455e+00,2.395447215461835366e+00,2.059320642688938108e+00,2.395447215461835366e+00,6.787900498806113347e+00
6.668143749237060547e+00,8.772349116433170835e+00,2.236443379161606515e+00,1.851915707714710813e+00,2.236443379161606515e+00,6.920433408718460022e+00
6.699129104614257812e+00,7.583556245408459517e+00,2.172590427933838164e+00,5.224993838713194449e-01,2.172590427933838164e+00,7.061056861537140072e+00
6.730114459991455078e+00,5.372807619466277274e+00,2.227089605599152922e+00,-1.836557208976218547e+00,2.227089605599152922e+00,7.209364828442495821e+00
6.761099815368652344e+00,8.896031951516619074e+00,2.363306771811681806e+00,1.531080670901761032e+00,2.363306771811681806e+00,7.364951280614858042e+00
6.792085170745849609e+00,7.213856195191336695e+00,2.530620829072849354e+00,-3.135539940432297001e-01,2.530620829072849354e+00,7.527410189234566396e+00
6.823070526123046875e+00,8.218141853762318760e+00,2.674762363006425669e+00,5.218063282803635516e-01,2.674762363006425669e+00,7.696335525481955209e+00
6.854055881500244141e+00,8.329275711586261011e+00,2.888155997996088242e+00,4.579544510488959830e-01,2.888155997996088242e+00,7.871321260537365028e+00
6.885041236877441406e+00,9.424771788535849737e+00,3.021680404326266611e+00,1.372810422954724885e+00,3.021680404326266611e+00,8.051961365581124852e+00
6.916027069091796875e+00,1.011136236800341237e+01,3.202748934364754163e+00,1.873509657249964988e+00,3.202748934364754163e+00,8.237852710753447383e+00
6.947011947631835938e+00,8.666261530572000993e+00,3.534695226136712165e+00,2.376809602169398516e-01,3.534695226136712165e+00,8.428580570355061141e+00
6.977997779846191406e+00,1.104805504529052484e+01,3.857402256848920352e+00,2.424304397343899353e+00,3.857402256848920352e+00,8.623750647946625492e+00
7.008982658386230469e+00,7.944294626140801618e+00,4.122292119829540802e+00,-8.786502831056592910e-01,4.122292119829540802e+00,8.822944909246460909e+00
7.039968490600585938e+00,8.871694158186022250e+00,3.843121116328526377e+00,-1.540754207988932478e-01,3.843121116328526377e+00,9.025769578984915498e+00
7.070953845977783203e+00,9.485009652573257455e+00,3.767385619726924428e+00,2.532003074264395082e-01,3.767385619726924428e+00,9.231809345146817947e+00
7.101939201354980469e+00,1.017001729783224384e+01,3.467694327394914566e+00,7.293560245212340476e-01,3.467694327394914566e+00,9.440661273311009793e+00
7.132924079895019531e+00,8.932088896238671083e+00,3.202846831388766358e+00,-7.198012248185943207e-01,3.202846831388766358e+00,9.651890121057265404e+00
7.163909912109375000e+00,1.052940709391887886e+01,3.030336051991159518e+00,6.644371718955870421e-01,3.030336051991159518e+00,9.864969922023291815e+00
7.194895267486572266e+00,1.105486797788143249e+01,3.038693113909508803e+00,9.755388131727951162e-01,3.038693113909508803e+00,1.007932916470863738e+01
7.225880622863769531e+00,1.164774200971352514e+01,3.172556584956875092e+00,1.353332606870607080e+00,3.172556584956875092e+00,1.029440940284291806e+01
7.256865978240966797e+00,1.210340803787255837e+01,3.333649321049506842e+00,1.593759114024308587e+00,3.333649321049506842e+00,1.050964892384824978e+01
7.287851333618164062e+00,1.376020036142403136e+01,3.273212698748017235e+00,3.035714346277295306e+00,3.273212698748017235e+00,1.072448601514673605e+01
7.318836688995361328e+00,1.411067463580445391e+01,3.235519286641432402e+00,3.172315671643971768e+00,3.235519286641432402e+00,1.093835896416048215e+01
7.349822044372558594e+00,1.379765729810428354e+01,3.195325442102406210e+00,2.646951239792691979e+00,3.195325442102406210e+00,1.115070605831159156e+01
7.380807399749755859e+00,1.625004927296997437e+01,3.136678034783987101e+00,4.889083687947803014e+00,3.136678034783987101e+00,1.136096558502217135e+01
7.411792755126953125e+00,1.572157731317456708e+01,3.105237247775321396e+00,4.153001481460236732e+00,3.105237247775321396e+00,1.156857583171433035e+01
