# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,6.706690034021368874e+00,3.014976159356002050e+00,1.750615229502502146e+00,3.014976159356002050e+00,4.956074804518866728e+00
5.273802280426025391e+00,7.481863334419070810e+00,2.960993901094656433e+00,2.451101423389265399e+00,2.960993901094656433e+00,5.030761911029805411e+00
5.304787635803222656e+00,5.218009524682138078e+00,2.751707228016411655e+00,1.156936153395573541e-01,2.751707228016411655e+00,5.102315909342580724e+00
5.335772991180419922e+00,5.049000993618657063e+00,2.472397089069588105e+00,-1.219163447067783679e-01,2.472397089069588105e+00,5.170917338325435431e+00
5.366758346557617188e+00,5.751565274464636168e+00,2.337128671837128469e+00,5.148185376180309802e-01,2.337128671837128469e+00,5.236746736846605188e+00
5.397743701934814453e+00,5.345083005119530384e+00,2.259473460752009277e+00,4.509836134520295303e-02,2.259473460752009277e+00,5.299984643774327431e+00
5.428729057312011719e+00,4.652537294788304578e+00,2.407586958221791029e+00,-7.082743031885421203e-01,2.407586958221791029e+00,5.360811597976846699e+00
5.459714412689208984e+00,5.791455717362526734e+00,1.981767223014578638e+00,3.720475790401263083e-01,1.981767223014578638e+00,5.419408138322400426e+00
5.490699768066406250e+00,7.073967930102903701e+00,1.805696047726705000e+00,1.598013126423676766e+00,1.805696047726705000e+00,5.475954803679226934e+00
5.521685123443603516e+00,5.840835409634960840e+00,1.733472978363039596e+00,3.102032767193945162e-01,1.733472978363039596e+00,5.530632132915566324e+00
5.552670478820800781e+00,5.182018177539701398e+00,1.744470176281209817e+00,-4.016024873599572942e-01,1.744470176281209817e+00,5.583620664899658692e+00
5.583656311035156250e+00,5.315477707704576282e+00,1.796261069187199855e+00,-3.196240123515270426e-01,1.796261069187199855e+00,5.635101720056103325e+00
5.614641189575195312e+00,7.053716717626500099e+00,1.805558837208022904e+00,1.368463225042440001e+00,1.805558837208022904e+00,5.685253492584060098e+00
5.645626544952392578e+00,6.731734298837350750e+00,1.748384194920388435e+00,9.974754328165023054e-01,1.748384194920388435e+00,5.734258866020848444e+00
5.676611900329589844e+00,6.167339222624937278e+00,1.720018634241607280e+00,3.850416249465906660e-01,1.720018634241607280e+00,5.782297597678346612e+00
5.707597732543945312e+00,7.346630670369349581e+00,1.742083795345004127e+00,1.517079721891150257e+00,1.742083795345004127e+00,5.829550948478199324e+00
5.738582611083984375e+00,6.232385783198800766e+00,1.803425597886611609e+00,3.561884920703679569e-01,1.803425597886611609e+00,5.876197291128432809e+00
5.769568443298339844e+00,5.814699895272923413e+00,1.948458065513081205e+00,-1.077201443565032335e-01,1.948458065513081205e+00,5.922420039629426647e+00
5.800553321838378906e+00,5.369542827367101978e+00,2.086223752524913433e+00,-5.988540565131357241e-01,2.086223752524913433e+00,5.968396883880237702e+00
5.831539154052734375e+00,6.141525622616398117e+00,2.186752997941504795e+00,1.272144259477370198e-01,2.186752997941504795e+00,6.014311196668661097e+00
5.862524509429931641e+00,6.970419062786545439e+00,2.289345786876248567e+00,9.100776657196663066e-01,2.289345786876248567e+00,6.060341397066879132e+00
5.893509864807128906e+00,7.595141079517322424e+00,2.393964483035450730e+00,1.488472348975504289e+00,2.393964483035450730e+00,6.106668730541818135e+00
5.924495220184326172e+00,6.907499400124287980e+00,2.564175725666828942e+00,7.540256641625715517e-01,2.564175725666828942e+00,6.153473735961716429e+00
5.955480575561523438e+00,7.705637160386547890e+00,2.586546786761821259e+00,1.504700208191732891e+00,2.586546786761821259e+00,6.200936952194814999e+00
5.986465930938720703e+00,9.315132535098022970e+00,2.464969740490800199e+00,3.065893616988671688e+00,2.464969740490800199e+00,6.249238918109351282e+00
6.017451286315917969e+00,1.045929979747706895e+01,2.350890836256589012e+00,4.160739624903502687e+00,2.350890836256589012e+00,6.298560172573566263e+00
6.048436641693115234e+00,9.359028015425780112e+00,2.261245122530551654e+00,3.009946760970080071e+00,2.261245122530551654e+00,6.349081254455700041e+00
