# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,7.160436225893493933e+00,7.546624137827451229e-01,3.655400397983591176e+00,7.546624137827451229e-01,3.505035827909902757e+00
5.273802280426025391e+00,5.717656578852075455e+00,7.666907399839383297e-01,1.816494590015495181e+00,7.666907399839383297e-01,3.901161988836580274e+00
5.304787635803222656e+00,4.257427144933336294e+00,7.772175235593248299e-01,-1.880191453338753149e-02,7.772175235593248299e-01,4.276229059466723825e+00
5.335772991180419922e+00,5.458996747565873164e+00,7.401763258304593363e-01,8.280624567910681577e-01,7.401763258304593363e-01,4.630934290774805007e+00
5.366758346557617188e+00,6.456484695065794810e+00,6.743563730533630451e-01,1.490509761330514493e+00,6.743563730533630451e-01,4.965974933735280317e+00
5.397743701934814453e+00,7.218257547063735124e+00,6.611344856449989926e-01,1.936209307741114216e+00,6.611344856449989926e-01,5.282048239322620908e+00
5.428729057312011719e+00,5.402638234051995170e+00,6.876716273156825432e-01,-1.772132244592965478e-01,6.876716273156825432e-01,5.579851458511291717e+00
5.459714412689208984e+00,4.715710110559642843e+00,6.020093814698347368e-01,-1.144371731716117502e+00,6.020093814698347368e-01,5.860081842275760344e+00
5.490699768066406250e+00,6.721787503454240031e+00,5.797686645644157810e-01,5.983508618637518595e-01,5.797686645644157810e-01,6.123436641590488172e+00
5.521685123443603516e+00,6.143202716055456314e+00,5.974015522810152135e-01,-2.274103913744891514e-01,5.974015522810152135e-01,6.370613107429945465e+00
5.552670478820800781e+00,6.831148358692457734e+00,6.105973685979598775e-01,2.288398679238650146e-01,6.105973685979598775e-01,6.602308490768592719e+00
5.583656311035156250e+00,6.509879154948151836e+00,6.274140151923117692e-01,-3.093441155292815381e-01,6.274140151923117692e-01,6.819223270477433374e+00
5.614641189575195312e+00,6.748611633830513767e+00,6.840608963275353060e-01,-2.734333800108190715e-01,6.840608963275353060e-01,7.022045013841332839e+00
5.645626544952392578e+00,7.364792575718893453e+00,6.621500372110751265e-01,1.533119201945414289e-01,6.621500372110751265e-01,7.211480655524352024e+00
5.676611900329589844e+00,7.771946121912655769e+00,6.570390026329193667e-01,3.837219033082268638e-01,6.570390026329193667e-01,7.388224218604428906e+00
5.707597732543945312e+00,7.624111008426199376e+00,6.697169367003112939e-01,7.113560775267213643e-02,6.697169367003112939e-01,7.552975400673527240e+00
5.738582611083984375e+00,7.580284052662655370e+00,6.751415505949425189e-01,-1.261400601909565822e-01,6.751415505949425189e-01,7.706424112853611952e+00
5.769568443298339844e+00,7.527900884234660417e+00,7.154536997672604759e-01,-3.213761820954195159e-01,7.154536997672604759e-01,7.849277066330079933e+00
5.800553321838378906e+00,8.205833609503667248e+00,7.365777540148344960e-01,2.236109051190604546e-01,7.365777540148344960e-01,7.982222704384606793e+00
5.831539154052734375e+00,8.696184746332624727e+00,7.312575718787998058e-01,5.902182702460194719e-01,7.312575718787998058e-01,8.105966476086605255e+00
5.862524509429931641e+00,8.492041155712691136e+00,6.922136781361363234e-01,2.708414432741701461e-01,6.922136781361363234e-01,8.221199712438520990e+00
5.893509864807128906e+00,7.863593821459566868e+00,6.660439971963723060e-01,-4.650278162792584880e-01,6.660439971963723060e-01,8.328621637738825356e+00
