# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,1.269129884569920819e+00,1.207583493876612790e-01,7.145368269935572503e-01,1.207583493876612790e-01,5.545930575763635684e-01
5.273802280426025391e+00,1.119323467202855582e+00,1.155682226587191885e-01,5.044664114882780881e-01,1.155682226587191885e-01,6.148570557145774940e-01
5.304787635803222656e+00,1.323848111891755330e+00,1.163671418657273582e-01,6.526120532871477753e-01,1.163671418657273582e-01,6.712360586046075550e-01
5.335772991180419922e+00,1.103803640834044142e+00,1.018509097078124648e-01,3.799452792471085250e-01,1.018509097078124648e-01,7.238583615869356169e-01
5.366758346557617188e+00,1.152895907977575352e+00,9.297822322527826699e-02,3.800436479755295860e-01,9.297822322527826699e-02,7.728522600020457656e-01
5.397743701934814453e+00,1.637152853077875836e+00,1.115119902013948228e-01,8.188068038874555254e-01,1.115119902013948228e-01,8.183460491904203105e-01
5.428729057312011719e+00,1.134285799860524246e+00,1.031903892843368253e-01,2.738177753679814641e-01,1.031903892843368253e-01,8.604680244925427823e-01
5.459714412689208984e+00,1.092714288844933268e+00,8.300621348234477059e-02,1.933678075960365561e-01,8.300621348234477059e-02,8.993464812488967119e-01
5.490699768066406250e+00,8.753751335087280872e-01,6.940010413881182727e-02,-5.973458129123621063e-02,6.940010413881182727e-02,9.351097147999642978e-01
5.521685123443603516e+00,8.777416502079253835e-01,7.017364451772015177e-02,-9.014437027830390914e-02,7.017364451772015177e-02,9.678860204862292926e-01
5.552670478820800781e+00,1.016892157457605528e+00,7.532445096368595161e-02,1.908846380943118870e-02,7.532445096368595161e-02,9.978036936481743391e-01
5.583656311035156250e+00,1.159260768094548144e+00,8.151934346716072088e-02,1.342693404301855686e-01,8.151934346716072088e-02,1.024991427664362575e+00
5.614641189575195312e+00,9.622906847220171755e-01,8.160725704029997418e-02,-8.728563903902020193e-02,8.160725704029997418e-02,1.049576323761037377e+00
5.645626544952392578e+00,1.179181794189409160e+00,7.523262298073846166e-02,1.074939227964875066e-01,7.523262298073846166e-02,1.071687871392921654e+00
5.676611900329589844e+00,9.143067064703060964e-01,8.317539278472611819e-02,-1.771472613921123429e-01,8.317539278472611819e-02,1.091453967862418439e+00
5.707597732543945312e+00,1.026071902475413911e+00,8.327434270100916858e-02,-8.293125969507864070e-02,8.327434270100916858e-02,1.109003162170492551e+00
5.738582611083984375e+00,1.184524645978063617e+00,8.740717264814873433e-02,6.006165730188151031e-02,8.740717264814873433e-02,1.124462988676182107e+00
5.769568443298339844e+00,1.140328231486388955e+00,9.346811965391900456e-02,2.365534467181573675e-03,9.346811965391900456e-02,1.137962697019207381e+00
5.800553321838378906e+00,1.020565605314585733e+00,1.007120293114922016e-01,-1.290641436116071183e-01,1.007120293114922016e-01,1.149629748926192851e+00
5.831539154052734375e+00,1.404785921426195294e+00,1.184175385109062784e-01,2.451927608626873756e-01,1.184175385109062784e-01,1.159593160563507919e+00
5.862524509429931641e+00,1.029994473782537501e+00,1.164385234108313710e-01,-1.379862551651731550e-01,1.164385234108313710e-01,1.167980728947710656e+00
5.893509864807128906e+00,1.112580910257869649e+00,1.163224422296805921e-01,-6.234000526938943132e-02,1.163224422296805921e-01,1.174920915527259080e+00
5.924495220184326172e+00,1.351189080953390853e+00,1.056181774966910569e-01,1.706470653107545754e-01,1.056181774966910569e-01,1.180542015642636278e+00
5.955480575561523438e+00,1.230911457731133751e+00,1.005572697616579081e-01,4.593913309680841550e-02,1.005572697616579081e-01,1.184972324634325336e+00
5.986465930938720703e+00,1.384239500789260280e+00,9.722792671805166598e-02,1.958993629464507169e-01,9.722792671805166598e-02,1.188340137842809563e+00
6.017451286315917969e+00,1.452559072727436229e+00,9.643375557930820852e-02,2.617853221188644053e-01,9.643375557930820852e-02,1.190773750608571824e+00
6.048436641693115234e+00,1.168050042924290377e+00,9.698804783294942555e-02,-2.435141534780482786e-02,9.698804783294942555e-02,1.192401458272095205e+00
6.079421997070312500e+00,1.562927661758528153e+00,9.526394855226824609e-02,3.695761055846653598e-01,9.526394855226824609e-02,1.193351556173862793e+00
6.110407352447509766e+00,1.388082623933970972e+00,9.835425398549321740e-02,1.943302842796130747e-01,9.835425398549321740e-02,1.193752339654357897e+00
6.141392707824707031e+00,1.683510942484643280e+00,9.934807313310603516e-02,4.897788384305801213e-01,9.934807313310603516e-02,1.193732104054063159e+00
6.172378063201904297e+00,2.136304337014331978e+00,9.073828846444056961e-02,9.428851923008698677e-01,9.073828846444056961e-02,1.193419144713462110e+00
6.203363418579101562e+00,2.162327168820374901e+00,1.008346153826417541e-01,9.693854118473372861e-01,1.008346153826417541e-01,1.192941756973037615e+00
6.234348773956298828e+00,1.723413266046961656e+00,9.240688247550297996e-02,5.309850298736888963e-01,9.240688247550297996e-02,1.192428236173272760e+00
6.265334129333496094e+00,1.724348603865166529e+00,9.617868316467703682e-02,5.323417262105161196e-01,9.617868316467703682e-02,1.192006877654650410e+00
6.296319484710693359e+00,1.836463440624553911e+00,9.497325156156216641e-02,6.446574638668995938e-01,9.497325156156216641e-02,1.191805976757654317e+00
