# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,1.370975159574776558e+00,1.869991726921548247e-01,1.013904284962781066e+00,1.869991726921548247e-01,3.570708746119956034e-01
5.273802280426025391e+00,1.215674779071313605e+00,1.558760091681947735e-01,7.346577033592065487e-01,1.558760091681947735e-01,4.810170757121070562e-01
5.304787635803222656e+00,1.412457281680179921e+00,1.246965577348029680e-01,8.169117436439699009e-01,1.246965577348029680e-01,5.955455380362100204e-01
5.335772991180419922e+00,1.334210859552757977e+00,1.138121954148839654e-01,6.332286319385600493e-01,1.138121954148839654e-01,7.009822276141979280e-01
5.366758346557617188e+00,1.241386069546526638e+00,1.148656628924336620e-01,4.437329590705629823e-01,1.148656628924336620e-01,7.976531104759636559e-01
5.397743701934814453e+00,1.524835286316683636e+00,1.204311045723195361e-01,6.389511336652823337e-01,1.204311045723195361e-01,8.858841526514013021e-01
5.428729057312011719e+00,1.138262759867423757e+00,9.960889297997192748e-02,1.722614396970191253e-01,9.960889297997192748e-02,9.660013201704046315e-01
5.459714412689208984e+00,1.208948319289901097e+00,9.386439413320424308e-02,1.706177402270350196e-01,9.386439413320424308e-02,1.038330579062866077e+00
5.490699768066406250e+00,1.221824143055877165e+00,8.828518700507763384e-02,1.186262476971968738e-01,8.828518700507763384e-02,1.103197895358680292e+00
5.521685123443603516e+00,1.099135367069039582e+00,8.245905116290097592e-02,-6.179386801870045964e-02,8.245905116290097592e-02,1.160929235087740041e+00
5.552670478820800781e+00,1.085104078354907742e+00,7.580804830505996628e-02,-1.267464859250311271e-01,7.580804830505996628e-02,1.211850564279938869e+00
5.583656311035156250e+00,1.278420235661464677e+00,8.222901969323842541e-02,2.213175106633458178e-02,8.222901969323842541e-02,1.256288484595130095e+00
5.614641189575195312e+00,1.315846978977247339e+00,8.399676751179011025e-02,2.127992380391874327e-02,8.399676751179011025e-02,1.294567055173328596e+00
5.645626544952392578e+00,1.349719857846594318e+00,8.036769898691381586e-02,2.270570891228795851e-02,8.036769898691381586e-02,1.327014148934306359e+00
5.676611900329589844e+00,1.024735290354085615e+00,7.577328515361034245e-02,-3.292198059239119790e-01,7.577328515361034245e-02,1.353955096277997594e+00
5.707597732543945312e+00,1.560288007963310353e+00,7.538179722637036728e-02,1.845718480377551707e-01,7.538179722637036728e-02,1.375716159925555182e+00
5.738582611083984375e+00,1.391665799982801044e+00,7.290957833541786282e-02,-9.566158502918309381e-04,7.290957833541786282e-02,1.392622415833092875e+00
5.769568443298339844e+00,1.337332599532520483e+00,7.990406359251210622e-02,-6.766827789164420182e-02,7.990406359251210622e-02,1.405000877424164685e+00
5.800553321838378906e+00,1.370400326089000309e+00,8.595122695886583952e-02,-4.277641598876291695e-02,8.595122695886583952e-02,1.413176742077763226e+00
