# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,3.660294469933553785e+00,8.807193320787463087e-01,5.606253410409767213e+00,8.807193320787463087e-01,-1.945958940476213206e+00
5.273802280426025391e+00,1.827664689649519891e+00,8.691617234638986389e-01,3.322152559695415786e+00,8.691617234638986389e-01,-1.494487870045895894e+00
5.304787635803222656e+00,3.517211369037239188e-01,8.028391325079289320e-01,1.426045341732499194e+00,8.028391325079289320e-01,-1.074324204828775331e+00
5.335772991180419922e+00,1.853834701556436482e+00,7.729294048048915844e-01,2.538311632762803249e+00,7.729294048048915844e-01,-6.844769312063667677e-01
5.366758346557617188e+00,2.640950667367575999e+00,7.566310966942846328e-01,2.964905702927758568e+00,7.566310966942846328e-01,-3.239550355601824583e-01
5.397743701934814453e+00,2.543774050993394376e+00,7.671780627191874258e-01,2.535541555265135472e+00,7.671780627191874258e-01,8.232495728258969886e-03
5.428729057312011719e+00,2.559523896043094382e+00,8.176468335780101571e-01,2.246447219765648651e+00,8.176468335780101571e-01,3.130766762774457312e-01
5.459714412689208984e+00,1.662827081827806808e+00,7.303284276684249843e-01,1.071258562121945923e+00,7.303284276684249843e-01,5.915685197058608846e-01
5.490699768066406250e+00,1.824308369924215745e+00,6.748808086565452058e-01,9.796093302922254109e-01,6.748808086565452058e-01,8.446990396319903338e-01
5.521685123443603516e+00,1.374647386388883064e+00,6.922269644211110906e-01,3.011881367145632371e-01,6.922269644211110906e-01,1.073459249674319826e+00
5.552670478820800781e+00,1.755967814311911956e+00,7.108882475937572387e-01,4.771276508605795108e-01,7.108882475937572387e-01,1.278840163451332446e+00
5.583656311035156250e+00,1.245411012192876088e+00,7.527834233364825156e-01,-2.164244312962131378e-01,7.527834233364825156e-01,1.461835443489089226e+00
5.614641189575195312e+00,8.262912775836026569e-01,7.699507764341708693e-01,-7.971368790997501730e-01,7.699507764341708693e-01,1.623428156683352830e+00
5.645626544952392578e+00,3.053718340808382781e+00,8.104935408935198815e-01,1.289101077433053355e+00,8.104935408935198815e-01,1.764617263375329426e+00
5.676611900329589844e+00,1.267702964741563854e+00,7.782843704474535773e-01,-6.186881635343679520e-01,7.782843704474535773e-01,1.886391128275931806e+00
5.707597732543945312e+00,1.468414894116614189e+00,7.914171984180087271e-01,-5.213273246616147993e-01,7.914171984180087271e-01,1.989742218778228988e+00
5.738582611083984375e+00,2.463848250467123968e+00,8.211251289041523460e-01,3.881910632901748315e-01,8.211251289041523460e-01,2.075657187176949137e+00
5.769568443298339844e+00,2.244911479032446699e+00,8.260099179299643657e-01,9.977912290509127757e-02,8.260099179299643657e-01,2.145132356127355422e+00
5.800553321838378906e+00,1.727203653657599869e+00,8.177815310268010673e-01,-4.719507886766867166e-01,8.177815310268010673e-01,2.199154442334286585e+00
5.831539154052734375e+00,2.468470568682096911e+00,8.000021835339605758e-01,2.297527634720695211e-01,8.000021835339605758e-01,2.238717805210027390e+00
5.862524509429931641e+00,3.347791649471239417e+00,7.734486118073493621e-01,1.082980343773584320e+00,7.734486118073493621e-01,2.264811305697655097e+00
5.893509864807128906e+00,2.338709522275753905e+00,7.493749006062917495e-01,6.028284730162880578e-02,7.493749006062917495e-01,2.278426674974125099e+00
5.924495220184326172e+00,1.858328888181628669e+00,7.395957093396625659e-01,-4.222260384762923646e-01,7.395957093396625659e-01,2.280554926657921033e+00
5.955480575561523438e+00,2.506880252502603934e+00,7.406738421970313624e-01,2.346931781350751756e-01,7.406738421970313624e-01,2.272187074367528759e+00
5.986465930938720703e+00,3.119705902671289444e+00,8.814338271194734897e-01,8.653917709498561983e-01,8.814338271194734897e-01,2.254314131721433245e+00
6.017451286315917969e+00,3.288995565248513664e+00,7.832337353786824607e-01,1.061068452910394200e+00,7.832337353786824607e-01,2.227927112338119464e+00
6.048436641693115234e+00,2.660993983837515842e+00,6.807357363436538078e-01,4.669769540014425679e-01,6.807357363436538078e-01,2.194017029836073274e+00
6.079421997070312500e+00,1.396373542998442741e+00,6.764678124485329347e-01,-7.572013548353360157e-01,6.764678124485329347e-01,2.153574897833778756e+00
