# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,1.526445941415252028e+00,2.329670823141065661e-01,9.618711137272651923e-01,2.329670823141065661e-01,5.645748276879868355e-01
5.273802280426025391e+00,1.216699622335347675e+00,2.241764057019776657e-01,6.308542145385351851e-01,2.241764057019776657e-01,5.858454077968124896e-01
5.304787635803222656e+00,8.078171041730750623e-01,2.082878676031941767e-01,2.009396616639558264e-01,2.082878676031941767e-01,6.068774425091192359e-01
5.335772991180419922e+00,8.288478681203168552e-01,1.823181869560814850e-01,2.011772225473519304e-01,1.823181869560814850e-01,6.276706455729649248e-01
5.366758346557617188e+00,8.294424125472769083e-01,1.794669067106941518e-01,1.812176818108685028e-01,1.794669067106941518e-01,6.482247307364084055e-01
5.397743701934814453e+00,1.410136885813277008e+00,2.074793981793338904e-01,7.415974740657683695e-01,2.074793981793338904e-01,6.685394117475086384e-01
5.428729057312011719e+00,1.253243641336188707e+00,3.181089891642766010e-01,5.646292389818650115e-01,3.181089891642766010e-01,6.886144023543236958e-01
5.459714412689208984e+00,6.069233599144789881e-01,1.238338089210604953e-01,-1.015260563904333280e-01,1.238338089210604953e-01,7.084494163049123161e-01
5.490699768066406250e+00,9.789264779592374843e-01,1.564179220034329354e-01,2.508823106119040247e-01,1.564179220034329354e-01,7.280441673473334596e-01
5.521685123443603516e+00,5.289594602980567384e-01,1.349203737983370732e-01,-2.184389089315885712e-01,1.349203737983370732e-01,7.473983692296453096e-01
5.552670478820800781e+00,8.630903256697741721e-01,1.351093814354573375e-01,9.657858996986745659e-02,1.351093814354573375e-01,7.665117356999067155e-01
5.583656311035156250e+00,8.293067687589144033e-01,1.441818049386676681e-01,4.392249968243755465e-02,1.441818049386676681e-01,7.853842690764768486e-01
5.614641189575195312e+00,7.442640690769242173e-01,1.446658506227999630e-01,-5.975074831958826493e-02,1.446658506227999630e-01,8.040148173965124823e-01
5.645626544952392578e+00,7.748080596866236958e-01,1.444079538145233432e-01,-4.759590043235006895e-02,1.444079538145233432e-01,8.224039601189737647e-01
5.676611900329589844e+00,8.523281323380585972e-01,1.416731490630246670e-01,1.177700991643937378e-02,1.416731490630246670e-01,8.405511224216192234e-01
5.707597732543945312e+00,8.270351560333391028e-01,1.372924751425988465e-01,-3.142113569401161488e-02,1.372924751425988465e-01,8.584562917273507177e-01
5.738582611083984375e+00,1.065875187227559362e+00,1.440229941247644918e-01,1.897568264678631822e-01,1.440229941247644918e-01,8.761183607596961798e-01
5.769568443298339844e+00,1.146179043700791045e+00,1.530432491294292374e-01,2.526409132088619502e-01,1.530432491294292374e-01,8.935381304919290946e-01
5.800553321838378906e+00,1.178584685469954652e+00,1.665109469020855382e-01,2.678704430747426146e-01,1.665109469020855382e-01,9.107142423952120369e-01
5.831539154052734375e+00,8.008965436175878860e-01,1.702090900817194163e-01,-1.267509239109723129e-01,1.702090900817194163e-01,9.276474675285601990e-01
5.862524509429931641e+00,8.878183078232713132e-01,1.912501425790016918e-01,-5.651842444577059865e-02,1.912501425790016918e-01,9.443367322690419119e-01
5.893509864807128906e+00,8.988861379292504283e-01,2.198544747062644300e-01,-6.189587489246228813e-02,2.198544747062644300e-01,9.607820128217127165e-01
5.924495220184326172e+00,1.139047756232911768e+00,2.036813294141060771e-01,1.620647332982806388e-01,2.036813294141060771e-01,9.769830229346311290e-01
5.955480575561523438e+00,1.211258991326327417e+00,2.114653646136277765e-01,2.183195149704715288e-01,2.114653646136277765e-01,9.929394763558558878e-01
5.986465930938720703e+00,1.170942383441922141e+00,1.934555067990247901e-01,1.622912966084766317e-01,1.934555067990247901e-01,1.008651086833445509e+00
6.017451286315917969e+00,1.154111768283159867e+00,1.919404573265323932e-01,1.299942001677014680e-01,1.919404573265323932e-01,1.024117568115458399e+00
6.048436641693115234e+00,1.454689368894893420e+00,1.938341624394503693e-01,4.153507349449399033e-01,1.938341624394503693e-01,1.039338633949953516e+00
