# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,1.609932962241030996e+00,1.453480145227976084e-01,1.025710751642513685e+00,1.453480145227976084e-01,5.842222105985174219e-01
5.273802280426025391e+00,1.500556940716102350e+00,1.454439979795343896e-01,8.324605994526363961e-01,1.454439979795343896e-01,6.680963412634659537e-01
5.304787635803222656e+00,1.316223580380693647e+00,1.426710747625256348e-01,5.693504895413149525e-01,1.426710747625256348e-01,7.468730908393786949e-01
5.335772991180419922e+00,1.344701059861118209e+00,1.336816049660403960e-01,5.239749222619364266e-01,1.336816049660403960e-01,8.207261375991817820e-01
5.366758346557617188e+00,1.302508697980998775e+00,1.184987356542041848e-01,4.126795381651966466e-01,1.184987356542041848e-01,8.898291598158021287e-01
5.397743701934814453e+00,1.546527975759305784e+00,1.202917776823429763e-01,5.921721399971399125e-01,1.202917776823429763e-01,9.543558357621658716e-01
5.428729057312011719e+00,9.073341127952234686e-01,1.170754278649063784e-01,-1.071457309159769000e-01,1.170754278649063784e-01,1.014479843711200369e+00
5.459714412689208984e+00,1.159233181426751358e+00,1.014579099119138073e-01,8.885831949092004578e-02,1.014579099119138073e-01,1.070374861935831312e+00
5.490699768066406250e+00,1.077448831591421685e+00,9.769310976670184110e-02,-4.476573711756404172e-02,9.769310976670184110e-02,1.122214568708985727e+00
5.521685123443603516e+00,1.178154197407465187e+00,8.167950573804397263e-02,7.981555103875104251e-03,8.167950573804397263e-02,1.170172642303590083e+00
5.552670478820800781e+00,1.253093376538249704e+00,8.528072078808887624e-02,3.867061554567863269e-02,8.528072078808887624e-02,1.214422760992571071e+00
5.583656311035156250e+00,1.443182972337273995e+00,8.479910148707762996e-02,1.880437690118668126e-01,8.479910148707762996e-02,1.255139203325407182e+00
5.614641189575195312e+00,1.293325257162156294e+00,8.902789940202958385e-02,8.314104167879143858e-04,8.902789940202958385e-02,1.292493846745368380e+00
5.645626544952392578e+00,1.604972777673428830e+00,9.065254760703550518e-02,2.783106073183911899e-01,9.065254760703550518e-02,1.326662170355037640e+00
5.676611900329589844e+00,1.268725143195331029e+00,8.203057793364498806e-02,-8.909210895545949249e-02,8.203057793364498806e-02,1.357817252150790521e+00
5.707597732543945312e+00,1.421167981370986988e+00,8.712364005323577909e-02,3.503479617328442153e-02,8.712364005323577909e-02,1.386133185197702566e+00
5.738582611083984375e+00,1.528520922253425063e+00,8.972705719780277311e-02,1.167385188611749225e-01,8.972705719780277311e-02,1.411782403392250140e+00
5.769568443298339844e+00,1.439917196188752690e+00,9.172346072677958762e-02,4.977028718464504564e-03,9.172346072677958762e-02,1.434940167470288186e+00
5.800553321838378906e+00,1.334093644706479509e+00,1.031365038550273450e-01,-1.216850819466805955e-01,1.031365038550273450e-01,1.455778726653160104e+00
5.831539154052734375e+00,1.627546585001341306e+00,1.023797566092899403e-01,1.530735394562925400e-01,1.023797566092899403e-01,1.474473045545048766e+00
5.862524509429931641e+00,1.390931790255763412e+00,1.082214156226377205e-01,-1.002641009347977619e-01,1.082214156226377205e-01,1.491195891190561174e+00
5.893509864807128906e+00,1.607397441476352107e+00,1.155481683861535880e-01,1.012761958709551546e-01,1.155481683861535880e-01,1.506121245605396952e+00
5.924495220184326172e+00,1.497393202980271898e+00,1.281702362480888202e-01,-2.202958408221045161e-02,1.281702362480888202e-01,1.519422787062482350e+00
5.955480575561523438e+00,1.905972388020168218e+00,1.309855197906197866e-01,3.746981941854228282e-01,1.309855197906197866e-01,1.531274193834745390e+00
5.986465930938720703e+00,1.697399302352564643e+00,1.282495405769061292e-01,1.555501581574536551e-01,1.282495405769061292e-01,1.541849144195110988e+00
6.017451286315917969e+00,1.884664086017682427e+00,1.232748807209103070e-01,3.333427696011761476e-01,1.232748807209103070e-01,1.551321316416506280e+00
6.048436641693115234e+00,1.774875922029665265e+00,1.154422567186650650e-01,2.150115332578075300e-01,1.154422567186650650e-01,1.559864388771857735e+00
6.079421997070312500e+00,1.676530503721928245e+00,1.327913421138737227e-01,1.088784641878357551e-01,1.327913421138737227e-01,1.567652039534092490e+00
