# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,1.972212483860309007e+00,1.248200855898563333e+00,3.206759839164440518e+00,1.248200855898563333e+00,-1.234547355304131511e+00
5.273802280426025391e+00,1.681248622080809163e+00,1.318655113239879828e+00,2.488902418809058048e+00,1.318655113239879828e+00,-8.076537967282488850e-01
5.304787635803222656e+00,1.896241317188321007e+00,1.271695049249516707e+00,2.306461395390662528e+00,1.271695049249516707e+00,-4.102200782023415759e-01
5.335772991180419922e+00,2.069947321027153286e+00,1.170866699813042366e+00,2.111267617487537773e+00,1.170866699813042366e+00,-4.132029646038457016e-02
5.366758346557617188e+00,1.677503339905466406e+00,1.107269283286623107e+00,1.377531888141819039e+00,1.107269283286623107e+00,2.999714517636474786e-01
5.397743701934814453e+00,2.966859888010955792e+00,1.078573951279724774e+00,2.352278818275174821e+00,1.078573951279724774e+00,6.145810697357809715e-01
5.428729057312011719e+00,2.202788293309776435e+00,9.943154470923141197e-01,1.299353832587734292e+00,9.943154470923141197e-01,9.034344607220420320e-01
5.459714412689208984e+00,1.444207216651589132e+00,8.865472705419830124e-01,2.767496886631328756e-01,8.865472705419830124e-01,1.167457527988456256e+00
5.490699768066406250e+00,1.686700933785347356e+00,8.107417636766800495e-01,2.791247589842980048e-01,8.107417636766800495e-01,1.407576174801049351e+00
5.521685123443603516e+00,1.461545689090297806e+00,7.664897286426755052e-01,-1.631706153355498845e-01,7.664897286426755052e-01,1.624716304425847690e+00
5.552670478820800781e+00,1.638875486543576621e+00,7.557687514535271767e-01,-1.809283335853006935e-01,7.557687514535271767e-01,1.819803820128877314e+00
5.583656311035156250e+00,2.097658745400130975e+00,7.501407220937770237e-01,1.038916009348109792e-01,7.501407220937770237e-01,1.993767144465319996e+00
5.614641189575195312e+00,1.788333361219702766e+00,7.369573856516029586e-01,-3.591912616140295889e-01,7.369573856516029586e-01,2.147524622833732355e+00
5.645626544952392578e+00,2.025885600488920524e+00,7.144651867072895346e-01,-2.561241158786895511e-01,7.144651867072895346e-01,2.282009716367610075e+00
5.676611900329589844e+00,2.078871798153769213e+00,6.827346822129204407e-01,-3.192740108900520291e-01,6.827346822129204407e-01,2.398145809043821242e+00
5.707597732543945312e+00,2.205306243662041421e+00,6.763613031968569445e-01,-2.915539502565032137e-01,6.763613031968569445e-01,2.496860193918544635e+00
