# wave, flux, fluxerr, csub, csuberr, spline_flux
5.242816925048828125e+00,5.695061802995533995e+00,1.496093594791476189e+00,3.838294617108730655e+00,1.496093594791476189e+00,1.856767185886803340e+00
5.273802280426025391e+00,5.069724725217051642e+00,1.472229068604748559e+00,2.866427728789170182e+00,1.472229068604748559e+00,2.203296996427881460e+00
5.304787635803222656e+00,3.686471797437628428e+00,1.331645499781183073e+00,1.167440358647358956e+00,1.331645499781183073e+00,2.519031438790269473e+00
5.335772991180419922e+00,4.057937799310664673e+00,1.219345226477140498e+00,1.252796992570424095e+00,1.219345226477140498e+00,2.805140806740240578e+00
5.366758346557617188e+00,5.013394237506605400e+00,1.186761037596187451e+00,1.950598843462531207e+00,1.186761037596187451e+00,3.062795394044074193e+00
5.397743701934814453e+00,4.840435558639659241e+00,1.170432498976021973e+00,1.547270064171613502e+00,1.170432498976021973e+00,3.293165494468045740e+00
5.428729057312011719e+00,2.717374610221287679e+00,1.216481602660404837e+00,-7.800467915571482891e-01,1.216481602660404837e+00,3.497421401778435968e+00
5.459714412689208984e+00,4.163635511681706980e+00,1.049277165477852325e+00,4.869021019401893469e-01,1.049277165477852325e+00,3.676733409741517633e+00
5.490699768066406250e+00,3.891272094368679380e+00,9.960631234195501671e-01,5.900028224510789343e-02,9.960631234195501671e-01,3.832271812123571486e+00
5.521685123443603516e+00,4.116775661122732188e+00,9.806762569446065836e-01,1.515687584318596848e-01,9.806762569446065836e-01,3.965206902690872504e+00
5.552670478820800781e+00,3.549462869095128426e+00,1.017931516260856428e+00,-5.272461061145694572e-01,1.017931516260856428e+00,4.076708975209697883e+00
5.583656311035156250e+00,3.551791186175125237e+00,1.065879267035472422e+00,-6.161583914522243965e-01,1.065879267035472422e+00,4.167949577627349633e+00
5.614641189575195312e+00,4.687740726875468944e+00,1.090672350196305374e+00,4.476454857084348760e-01,1.090672350196305374e+00,4.240095241167034068e+00
5.645626544952392578e+00,5.548342835069758117e+00,1.092774889192822840e+00,1.254022812931662401e+00,1.092774889192822840e+00,4.294320022138095716e+00
5.676611900329589844e+00,4.609172494511692975e+00,1.074219923945299859e+00,2.773795343858989071e-01,1.074219923945299859e+00,4.331792960125794067e+00
5.707597732543945312e+00,3.459892049480016496e+00,1.123850467094168915e+00,-8.937925224138965064e-01,1.123850467094168915e+00,4.353684571893913002e+00
5.738582611083984375e+00,4.169846137975745215e+00,1.265239268380448534e+00,-1.913183442404546852e-01,1.265239268380448534e+00,4.361164482216199900e+00
5.769568443298339844e+00,4.935606085608442051e+00,1.310289118816914344e+00,5.802026162925244535e-01,1.310289118816914344e+00,4.355403469315917597e+00
5.800553321838378906e+00,3.758249658154932504e+00,1.380094830653802784e+00,-5.793224994135330874e-01,1.380094830653802784e+00,4.337572157568465592e+00
5.831539154052734375e+00,5.704685884541293994e+00,1.408187517241870745e+00,1.395846117437266720e+00,1.408187517241870745e+00,4.308839767104027274e+00
5.862524509429931641e+00,4.060459532038939834e+00,1.397623718880895982e+00,-2.099181435121248995e-01,1.397623718880895982e+00,4.270377675551064733e+00
5.893509864807128906e+00,4.370310199655994765e+00,1.341360187596638109e+00,1.469543842675360423e-01,1.341360187596638109e+00,4.223355815388458723e+00
5.924495220184326172e+00,3.708761001807640678e+00,1.296891015436124617e+00,-4.601834785748484258e-01,1.296891015436124617e+00,4.168944480382489104e+00
5.955480575561523438e+00,4.159717139124854413e+00,1.355865090545802287e+00,5.140317482542222649e-02,1.355865090545802287e+00,4.108313964299432186e+00
5.986465930938720703e+00,4.322161952378483107e+00,1.290590736226764568e+00,2.795273914729197173e-01,1.290590736226764568e+00,4.042634560905563390e+00
6.017451286315917969e+00,5.702042040860939132e+00,1.192243750262849344e+00,1.728965476893777886e+00,1.192243750262849344e+00,3.973076563967161245e+00
6.048436641693115234e+00,5.623587374620351298e+00,1.127773304519373188e+00,1.722777107369848792e+00,1.127773304519373188e+00,3.900810267250502505e+00
